area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
38.17,19282.18,4,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,19350.01,4,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.41,18331.48,0,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.41,18331.47,0,4,2,2023.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.41,18404.0,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.39,13660.79,0,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.88,18748.02,5,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,16953.41,1,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,17052.0,4,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.71,17380.76,0,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.71,17380.76,0,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,17208.41,4,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.39,14839.0,2,5,2,2023.0,False,50.08784005,19.87805496140262,5.1213910123672175,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.88,20005.92,5,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.95,17200.0,3,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.07,17374.84,4,4,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,17935.01,3,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.07,17459.84,0,4,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,18037.84,1,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,18146.03,4,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.95,17800.12,1,3,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52.19,17114.96,0,4,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,15540.0,3,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,15540.0,3,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,15540.0,3,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,15540.0,3,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,16122.0,4,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,16424.12,1,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,16122.0,3,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53.5,18040.0,4,4,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,16805.54,3,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17169.99,1,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17255.0,2,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17324.12,1,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.1,16076.62,1,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17458.0,2,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,17540.0,4,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17734.14,1,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.62,17820.13,2,4,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.34,26705.01,0,3,1,2017.0,False,50.08784005,19.87805496140262,5.1213910123672175,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,18647.18,0,5,1,2012.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.88,16122.0,3,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.51,15300.0,1,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,18217.19,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.95,17800.12,1,4,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51.55,17756.39,3,5,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.39,13660.79,0,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,18312.5,0,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,20166.67,0,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,20333.33,0,3,1,2017.0,False,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30.0,18833.33,0,4,1,2017.0,False,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27.6,21630.43,2,3,1,2021.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,21321.43,2,7,1,2021.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58.0,15172.41,1,6,2,2008.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.0,19900.0,2,5,2,2008.0,False,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.0,21900.0,2,5,2,2012.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.13,19200.0,1,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.39,14270.0,1,4,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
