address,manipulated address,location,latitude,longitude
"os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0775,20.0366667
"Gabriela Narutowicza, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Gabriela Narutowicza, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Gabriela Narutowicza, Prądnik Biały, Kraków, województwo małopolskie, 31-214, Polska",50.0911753,19.9441062
"Myśliwska | 66, Płaszów, Podgórze, Kraków, małopolskie","Myśliwska | 66, Płaszów, Podgórze, Kraków, małopolskie","66, Myśliwska, Ogrody Płaszów, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-718, Polska",50.0455215,19.99485514866849
"Stare Wiślisko, Mogiła, Nowa Huta, Kraków, małopolskie","Stare Wiślisko, Mogiła, Nowa Huta, Kraków, małopolskie","Stare Wiślisko, Mogiła, Nowa Huta, Kraków, województwo małopolskie, 31-979, Polska",50.058837,20.0543606
"Śródmieście, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie","Śródmieście, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie","RDM Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska",50.09025005,19.956435930517564
"Myśliwska, Płaszów, Kraków, małopolskie","Myśliwska, Płaszów, Kraków, małopolskie","Myśliwska, Ogrody Płaszów, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-730, Polska",50.0451882,19.9955009
"Władysława Podkowińskiego, Azory, Prądnik Biały, Kraków, małopolskie","Władysława Podkowińskiego, Azory, Prądnik Biały, Kraków, małopolskie","Władysława Podkowińskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-321, Polska",50.0849586,19.8949096
"XII Bieżanów-Prokocim, Kraków, małopolskie","XII Bieżanów-Prokocim, Kraków, małopolskie","Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",50.01706235,20.022991856015395
"Hugona Kołłątaja, Wesoła Wschód, Grzegórzki, Kraków, małopolskie","Hugona Kołłątaja, Wesoła Wschód, Grzegórzki, Kraków, małopolskie","Hugona Kołłątaja, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-502, Polska",50.0603542,19.9480932
"Marchołta, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Marchołta, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Marchołta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-479, Polska",50.0926425,19.9858363
"Kościuszki 22, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Kościuszki 22, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","22, Tadeusza Kościuszki, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-204, Polska",50.05402315,19.925049412038952
"Grzegórzecka, Grzegórzki, Kraków, małopolskie","Grzegórzecka, Grzegórzki, Kraków, małopolskie","Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska",50.0578259,19.9583506
"Nowa Huta, Nowa Huta, Kraków, małopolskie","Nowa Huta, Nowa Huta, Kraków, małopolskie","Nowa Huta, Kraków, województwo małopolskie, 31-926, Polska",50.0727278,20.0375118
"Wincentego Pola, Grzegórzki, Grzegórzki, Kraków, małopolskie","Wincentego Pola, Grzegórzki, Grzegórzki, Kraków, małopolskie","Wincentego Pola, Grzegórzki, Kraków, województwo małopolskie, 31-532, Polska",50.0574878,19.9533977
"Maciejkowa, Prądnik Biały, Kraków, małopolskie","Maciejkowa, Prądnik Biały, Kraków, małopolskie","Maciejkowa, Budzyń, Tonie, Prądnik Biały, Kraków, województwo małopolskie, 31-336, Polska",50.107243,19.8960084
"Stańczyka 16, Bronowice, Bronowice, Kraków, małopolskie","Stańczyka 16, Bronowice, Bronowice, Kraków, małopolskie","16, Stańczyka, Bronowice, Kraków, województwo małopolskie, 30-126, Polska",50.077603,19.89200338417529
"Wodna Bagry/ Staw Płaszowski_8, Płaszów, Podgórze, Kraków, małopolskie","Wodna Bagry/ Staw Płaszowski_8, Płaszów, Podgórze, Kraków, małopolskie","8, Wodna, Rzeczki, Radziszów, gmina Skawina, powiat krakowski, województwo małopolskie, 32-052, Polska",49.915507,19.8159561
"Łobzowska, Stare Miasto, Kraków, małopolskie","Łobzowska, Stare Miasto, Kraków, małopolskie","Łobzowska, Piasek, Stare Miasto, Kraków, województwo małopolskie, 30-036, Polska",50.0706111,19.931853
"os. Handlowe, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Handlowe, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Handlowe, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0740992,20.0324078
"Studencka 29, Piasek, Stare Miasto, Kraków, małopolskie","Studencka 29, Piasek, Stare Miasto, Kraków, małopolskie","29, Studencka, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-116, Polska",50.0624615,19.927989001376936
"Celarowska, Prądnik Czerwony, Kraków, małopolskie","Celarowska, Prądnik Czerwony, Kraków, małopolskie","Celarowska, Wiśniowa, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-414, Polska",50.0827488,19.9552214
"Sanocka, Wola Duchacka, Kraków, małopolskie","Sanocka, Wola Duchacka, Kraków, małopolskie","Sanocka, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-622, Polska",50.0173255,19.9535859
"Wielopole/Stare Miasto/Rynek Główny, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Wielopole/Stare Miasto/Rynek Główny, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Wielopole, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-030, Polska",50.0581332,19.9469064
"Oboźna - Łobzów! NOWE, Krowodrza, Krowodrza, Kraków, małopolskie","Oboźna - Łobzów! NOWE, Krowodrza, Krowodrza, Kraków, małopolskie","Oboźna, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-010, Polska",50.0797998,19.9287252
"Żytnia, Olsza, Prądnik Czerwony, Kraków, małopolskie","Żytnia, Olsza, Prądnik Czerwony, Kraków, małopolskie","Żytnia, Wiśniowa, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-414, Polska",50.0848375,19.956641
"Wicherkiewicza, Dębniki, Kraków, małopolskie","Wicherkiewicza, Dębniki, Kraków, małopolskie","Profesora Bolesława Wiktora Wicherkiewicza, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.9996656,19.8970292
"Podmiłów, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie","Podmiłów, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie","Podmiłów, Jemiołki, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-829, Polska",50.0227843,20.0067074
"Grażyny, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Grażyny, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Grażyny, Prądnik Biały, Kraków, województwo małopolskie, 31-212, Polska",50.0891638,19.9486697
"Rydla, Śródmieście, Kraków, małopolskie","Rydla, Śródmieście, Kraków, małopolskie","ROD im. Lucjana Rydla, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.08525945,19.89239782584007
"Turniejowa! Doskonała Komunikacja. 3, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Turniejowa! Doskonała Komunikacja. 3, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","3, Turniejowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-656, Polska",50.0195447,19.960168
"Kotlarska, Grzegórzki, Grzegórzki, Kraków, małopolskie","Kotlarska, Grzegórzki, Grzegórzki, Kraków, małopolskie","Kotlarska, Grzegórzki, Kraków, województwo małopolskie, 31-540, Polska",50.0541382,19.9597688
"Osiedle Centrum E, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Centrum E, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Centrum E, Nowa Huta, Kraków, województwo małopolskie, 31-934, Polska",50.0698682,20.0399341
"Rzeźnicza 3, Grzegórzki, Kraków, małopolskie","Rzeźnicza 3, Grzegórzki, Kraków, małopolskie","3, Rzeźnicza, Grzegórzki, Kraków, województwo małopolskie, 31-540, Polska",50.0571011,19.9566847
"Reduta 9, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Reduta 9, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","9, Reduta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-421, Polska",50.09533355,19.97655176498278
"Willowe, Nowa Huta, Kraków, małopolskie","Willowe, Nowa Huta, Kraków, małopolskie","Osiedle Willowe, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0721963,20.0500073
"Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie","Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie","Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-225, Polska",50.068872,19.8626278
"Mały Płaszów, Podgórze, Kraków, małopolskie","Mały Płaszów, Podgórze, Kraków, małopolskie","Mały Płaszów, Podgórze, Kraków, województwo małopolskie, Polska",50.04085875,20.002601010842834
"Piasta Kołodzieja, Mistrzejowice, Kraków, małopolskie","Piasta Kołodzieja, Mistrzejowice, Kraków, małopolskie","Piasta Kołodzieja, Mistrzejowice, Kraków, województwo małopolskie, 31-620, Polska",50.0956129,20.0127952
"Stachowskiego, Grzegórzki, Kraków, małopolskie","Stachowskiego, Grzegórzki, Kraków, małopolskie","Marka Stachowskiego, Grzegórzki, Kraków, województwo małopolskie, 30-701, Polska",50.0539657,19.9619045
"Osiedle Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie","Osiedle Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie","Osiedle Kalinowe, Bieńczyce, Kraków, województwo małopolskie, Polska",50.091117,20.013326731946403
"Akacjowa, Prądnik Czerwony, Kraków, małopolskie","Akacjowa, Prądnik Czerwony, Kraków, małopolskie","Akacjowa, Ugorek, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",50.0820475,19.979335
"Józefa Dietla, Stradom, Stare Miasto, Kraków, małopolskie","Józefa Dietla, Stradom, Stare Miasto, Kraków, małopolskie","Józefa Dietla, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-070, Polska",50.0508896,19.9395366
"Aleja Pokoju, Grzegórzki, Kraków, małopolskie","Aleja Pokoju, Grzegórzki, Kraków, małopolskie","Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-557, Polska",50.0593942,19.9760994
"Babinicza, Kliny, Swoszowice, Kraków, małopolskie","Babinicza, Kliny, Swoszowice, Kraków, małopolskie","Babinicza, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",50.001137,19.899539
"rynek Kleparski, Kleparz, Stare Miasto, Kraków, małopolskie","rynek Kleparski, Kleparz, Stare Miasto, Kraków, małopolskie","Rynek Kleparski, Krzywa, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-151, Polska",50.06738485,19.94108932130755
"Rydlówka, Ludwinów, Kraków, małopolskie","Rydlówka, Ludwinów, Kraków, małopolskie","Rydlówka, 28, Włodzimierza Tetmajera, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-398, Polska",50.08784005,19.87805496140262
"Bytomska, Nowa Wieś, Krowodrza, Kraków, małopolskie","Bytomska, Nowa Wieś, Krowodrza, Kraków, małopolskie","Bytomska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-079, Polska",50.074198,19.9173644
"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.098804,20.009940791706967
"Dąbrowskiej, Bieńczyce, Kraków, małopolskie","Dąbrowskiej, Bieńczyce, Kraków, małopolskie","XI Liceum Ogólnokształcące im. Marii Dąbrowskiej, Kocmyrzowska, Osiedle Przy Arce, Bieńczyce, Kraków, województwo małopolskie, 31-947, Polska",50.08103725,20.032636213009773
"Kolejowa, Podgórze, Kraków, małopolskie","Kolejowa, Podgórze, Kraków, małopolskie","Kolejowa, Kabel, Podgórze, Kraków, województwo małopolskie, 30-813, Polska",50.0288686,19.9889498
"Retoryka, Stare Miasto, Kraków, małopolskie","Retoryka, Stare Miasto, Kraków, małopolskie","Retoryka, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-107, Polska",50.0580305,19.9286712
"Krowoderska, Piasek, Stare Miasto, Kraków, małopolskie","Krowoderska, Piasek, Stare Miasto, Kraków, małopolskie","Krowoderska, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-141, Polska",50.0675007,19.9377243
"Polonijna, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie","Polonijna, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie","Polonijna, Kozłówka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-667, Polska",50.0158029,19.9881927
"Kapelanka, Zakrzówek, Dębniki, Kraków, małopolskie","Kapelanka, Zakrzówek, Dębniki, Kraków, małopolskie","Kapelanka, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-314, Polska",50.0448119,19.9217392
"Reduta 11, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Reduta 11, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","11, Reduta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-421, Polska",50.09497635,19.977047958515577
"Reja, Prądnik Biały, Kraków, małopolskie","Reja, Prądnik Biały, Kraków, małopolskie","Mikołaja Reja, Osiedle Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-215, Polska",50.086051,19.9433075
"Macieja Słomczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Macieja Słomczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Macieja Słomczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska",50.0986096,19.95604
"Domagały | 3, Złocień, Bieżanów-Prokocim, Kraków, małopolskie","Domagały | 3, Złocień, Bieżanów-Prokocim, Kraków, małopolskie","3, Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-798, Polska",50.03082215,20.051273110250463
"Radzikowskiego, Krowodrza, Kraków, małopolskie","Radzikowskiego, Krowodrza, Kraków, małopolskie","Walerego Eljasza-Radzikowskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-307, Polska",50.0823872,19.9154562
"Odlewnicza, Dzielnica VI Bronowice, Kraków, małopolskie","Odlewnicza, Dzielnica VI Bronowice, Kraków, małopolskie","Odlewnicza, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-142, Polska",50.0707707,19.8905322
"al. Juliusza Słowackiego, Nowa Wieś, Krowodrza, Kraków, małopolskie","al. Juliusza Słowackiego, Nowa Wieś, Krowodrza, Kraków, małopolskie","Aleja Juliusza Słowackiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 31-159, Polska",50.0712683,19.9293208
"Mazowiecka - mieszkanie idealne pod inwestycję, Krowodrza, Krowodrza, Kraków, małopolskie","Mazowiecka - mieszkanie idealne pod inwestycję, Krowodrza, Krowodrza, Kraków, małopolskie","Mazowiecka, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-007, Polska",50.0732377,19.9302296
"Mały Płaszów, Płaszów, Podgórze, Kraków, małopolskie","Mały Płaszów, Płaszów, Podgórze, Kraków, małopolskie","Mały Płaszów, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska",50.040506,20.003331
"Pana Tadeusza, Zabłocie, Podgórze, Kraków, małopolskie","Pana Tadeusza, Zabłocie, Podgórze, Kraków, małopolskie","Pana Tadeusza, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-727, Polska",50.0465418,19.9748264
"Kurczaba, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Kurczaba, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Jana Kurczaba, Nowy Prokocim, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-868, Polska",50.0137338,20.0074091
"Balicka, Bronowice, Kraków, małopolskie","Balicka, Bronowice, Kraków, małopolskie","Balicka, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",50.081372,19.858348
"Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.0944444,19.8822222
"Tetmajera, Prądnik Biały, Kraków, małopolskie","Tetmajera, Prądnik Biały, Kraków, małopolskie","Park Rzeczny im. Włodzimierza Tetmajera, Bronowice, Kraków, gmina Zabierzów, powiat krakowski, województwo małopolskie, Polska",50.09394855,19.864179582411168
"os. Willowe, Nowa Huta, Kraków, małopolskie","os. Willowe, Nowa Huta, Kraków, małopolskie","Osiedle Willowe, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0721963,20.0500073
"Juliusza Lea, Nowa Wieś, Krowodrza, Kraków, małopolskie","Juliusza Lea, Nowa Wieś, Krowodrza, Kraków, małopolskie","Juliusza Lea, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-046, Polska",50.0694267,19.9231675
"Piasta Kołodzieja, Bohaterów Września, Kraków, małopolskie","Piasta Kołodzieja, Bohaterów Września, Kraków, małopolskie","Piasta Kołodzieja, Mistrzejowice, Kraków, województwo małopolskie, 31-620, Polska",50.0956129,20.0127952
"Sienkiewicza, Krowodrza, Kraków, małopolskie","Sienkiewicza, Krowodrza, Kraków, małopolskie","Henryka Sienkiewicza, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-015, Polska",50.0739307,19.9284874
"Osiedle Bohaterów Września, Bohaterów Września, Kraków, małopolskie","Osiedle Bohaterów Września, Bohaterów Września, Kraków, małopolskie","Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.098804,20.009940791706967
"Ściegiennego, Kraków, małopolskie","Ściegiennego, Kraków, małopolskie","Księdza Piotra Ściegiennego, Osiedle Medyków, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-809, Polska",50.0158392,19.9978631
"Powały z Taczewa 4, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","Powały z Taczewa 4, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","4, Powały z Taczewa, Poręba, Piaski Wielkie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-669, Polska",50.00613535,19.985170941337856
"Krowoderskich Zuchów, Krowodrza, Kraków, małopolskie","Krowoderskich Zuchów, Krowodrza, Kraków, małopolskie","Krowoderskich Zuchów, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 31-271, Polska",50.0838836,19.930691
"Tetmajera, Bronowice, Kraków, małopolskie","Tetmajera, Bronowice, Kraków, małopolskie","Park Rzeczny im. Włodzimierza Tetmajera, Bronowice, Kraków, gmina Zabierzów, powiat krakowski, województwo małopolskie, Polska",50.09394855,19.864179582411168
"Wenecja, Stare Miasto, Kraków, małopolskie","Wenecja, Stare Miasto, Kraków, małopolskie","Wenecja, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-117, Polska",50.0612135,19.9259089
